id,ma_khach_hang,noi_dung_binh_luan,ngay_binh_luan,gio_binh_luan,so_sao,ma_san_pham,thai_do
210,2288,mua đủ màu đổi sản_phẩm khác phải quay lại màu hồng dùng màu hồng đi người rất_mềm mịn da dùng ngày thấy,31/05/2022,14:39,5,223600017,positive
211,3007,sữa rửa mặt mịn da mùi không_hăng nhẹ nhẹ lần đầu sài không_bt lấy nhiều bọt quá_tr bọt nghĩ có cồn rửa lại nước rít da ngược_lại hoàn_toàn rửa xong cảm_nhận là đúng sữa_rửa mặt thiên_nhiên không_có hóa_chất cồn,20/02/2022,14:03,5,253900007,positive
212,703,sử_dụng dễ_dàng rất_thoải_mái thư_giãn,28/04/2023,12:34,5,422205163,positive
213,2319,sử_dụng dễ_dàng rất_thoải_mái thư_giãn,4/5/2023,17:45,5,308500009,positive
214,350,trước h tin dùng xài em tính ra chai là chai xài tẩy trang rất_nhẹ_dịu khi tẩy xong giữ độ_ẩm da không_bị căng_rít nhiều hãng tẩy_trang khác,29/09/2019,10:10,5,205100137,positive
215,709,rất_thích hasaki sản_phẩm tẩy_trang,27/04/2023,19:27,5,100230056,positive
216,189,xài hết tuýp theo cảm_nhận xài rất_thích chất kem thấm nhanh mua lại,16/11/2022,9:16,5,422203617,positive
218,1734,mùi dễ_chịu giảm,20/11/2023,10:08,5,422206042,positive
219,2927,mặt_nạ nhiều tinh_chất tiếc tinh_chất thoa tinh_chất dư lên mặt trước đắp mặt_nạ lên dùng thấy cấp ẩm da tốt_nha da bị mụn nội_tiết trộm_vía đắp em dịu dịu,29/04/2024,23:25,5,422207148,positive
220,1478,sữa rửa mặt làm sạch tốt kiềm dầu tốt hơi_khô da,13/08/2021,20:06,5,204900004,positive
221,815,,24/02/2020,23:20,5,100230064,positive
222,749,đúng chuẩn_tẩy trang_quốc_dân,21/07/2022,20:04,5,200400003,positive
223,4298,thử biết_bao mặt_nạ peptide quay về em some by_mi rau_má lành tính thuần_chay dịu đỏ_dưỡng chất đủ không_bị nhễ_nhại loại khác,11/3/2024,21:32,5,422205635,positive
224,1157,mặt_nạ đắp ổn ôm khít mặt không_châm,10/8/2024,21:43,5,422212871,positive
225,2460,dùng thích cực_luôn mát làm xẹp nốt mụn sưng sau đêm da là da dầu dùng xuống hạn_chế tiết quá_nhiều dầu,10/11/2019,19:55,5,422205162,positive
226,2221,trang tốt da nhạy_cảm dùng không_bị,25/07/2023,16:55,5,211300005,positive
227,581,đọc nhận_xét thấy nhiều bạn chê thấy tùy người hợp không_thôi da trắng da dầu nhẹ sài tệp da thấm nhanh hơi_mùi khoảng tiếng là kem tệp da dùng kcn khen da_xinh mặc_dù da có thâm chỗ rỗ mụn nchung thấy em dùng không_bị mụn mà_còn sáng da,27/11/2023,15:44,5,253900006,positive
228,1594,xài pl xài tuýp có giảm mụn nhma chậm người giảm thâm hầu_như là không_cải_thiện,11/2/2023,18:12,4,327500002,positive
229,1665,mùi không_quá thoa lên da mát má màu_da phục_hồi ổn khi bôi thấm nhanh xong áp da kiểu là thấm sáng hôm sau ngủ dậy rửa mặt thấy nhờn nhờn chứng_tỏ vẩn rất_tốt_nchung là ổn,9/3/2022,12:23,5,318900005,positive
230,3111,sản_phẩn sử_dụng tốt không_mùi hương_liệu rất_thích chất kem đặc nhanh thẩm_thấu sau khi sử_dụng thấy da căng mướt hơn,17/05/2021,20:15,5,204100013,positive
231,695,rất_thích hasaki sản_phẩm tẩy_trang,29/04/2023,18:46,5,200400004,positive
232,2285,da nhạy_cảm nặn mụn dùng em xịt_khoáng rất_ổn áp_mềm da sản_phẩm đáng mua,21/07/2023,10:50,5,100150059,positive
233,684,rất_thích hasaki sản_phẩm tẩy_trang,30/04/2023,18:47,5,100230057,positive
234,3876,dùng kem dưỡng natrue thấy da cấp ẩm tốt màu được bạn hsk tư_vấn mua dùng thử thấy tốt,25/01/2024,21:30,5,248700076,positive
235,4114,tẩy tế_bào chết rất_tốt thơm,18/11/2023,17:04,5,422207812,positive
236,1176,da dầu mụn dùng thấy ổn không_bị lên mụn thêm không_thấy nâng_tông chống nắng có_vẻ kém,22/08/2022,19:46,3,249500013,negative
237,1051,không_bí không_đổ dầu_dưỡng ẩm_nhẹ thoa lên có lớp make up mỏng,30/04/2021,17:40,5,248700035,positive
238,722,sản_phẩm,14/04/2023,13:58,5,100230056,positive
239,336,,25/04/2020,22:17,5,205100146,positive
240,2662,mua nhiều lần lần mua bịch khui_bịch thấy bông quá_tệ_dập không_kỹ bung bét bông tùm_lum lau rụng bông tới bịch chưa_khui không_biết có bị giống,21/05/2022,10:07,1,243300007,negative
241,3463,cá_nhân thấy kcn sử_dụng tốt da mình_mẫn cảm_thử nhiều loại khi được recomend dòng thực_sự ưng_ý mua giá sale được tặng mắt_kính,23/05/2024,13:39,5,343100024,positive
242,368,làm sạch sâu lớp trang_điểm nhẹ_nhàng không_nhờn rít,26/10/2018,19:15,5,422206648,positive
243,257,giá rẻ hơn nơi shop giao hàng nhanh bao_bọc,8/8/2021,20:26,5,422200306,positive
244,1188,giao nhanh hsd xa có quà tặng kèm,11/6/2022,10:51,5,249500013,positive
245,4233,sản_phẩm chất_lượng tốt dùng tháng là khỏi trước bị mụn gân năm uống nhiều thuốc cảm_ơn some by,26/08/2023,22:34,5,345800008,positive
246,429,kcn lảoch không_chê uoi da dầu mụn xài tốt người không_bị bít_tắc có cảm_giác nhờn nha_xài loại xài khác bị mụn,9/8/2024,8:10,5,422216416,positive
247,286,,28/05/2021,8:13,5,205100146,positive
249,1402,mùi thơm sáng dậy mặt không_bị dầu nặn mụn xong thoa lên hơi_rát,5/4/2021,20:40,4,422220469,positive
250,2349,sử_dụng dễ_dàng rất_thoải_mái thư_giãn,1/5/2023,12:01,5,422205160,positive
251,1387,sài tốt người da hỗn_hợp thiên_dầu không_bết_rít hết chất thấm nhanh_dưỡng ẩm tốt mềm mịn da tróc da mũi mùa đông dùng em rất_hợp giá hơi_chát hơn htmg nhug đỉnh sài hủ qua tuýt,28/12/2021,21:08,5,422209663,positive
252,3666,không_phải mùi trà xanh tẩy tế_bào chết tốt không_kích_ứng da hơi_khô loại_bỏ mụn đầu đen_cực tốt chê,5/9/2021,20:44,5,422206043,positive
253,1219,da dễ mụn nghe review em nhiều mua thử giá mềm không_bí_da không_lên tông mùi nói_chung tốt ngồi văn_phòng dùng ngày có lần xài được tháng mà_còn gần chai dùng mặt cổ thoa kcn khác,1/11/2020,21:03,5,249500013,positive
254,3323,dùng thích có nâng tông da thấm nhanh mịn da,24/02/2022,23:46,5,223600034,positive
255,3146,tốt,8/8/2024,20:51,5,357100011,positive
257,1631,cấp ẩm phục_hồi rất_tốt texture đặc thấm rất_nhanh ẩm_mịn da treatment bị khô đỏ_bong sử_dụng em sau đêm dịu sau ngày là tốt ngủ dậy mặt minh_ráo không_đổ dầu vùng t rất_god_nha mức giá chai serum hq cao bù lại chất_lượng tốt ráng đeo được,10/6/2023,11:30,5,422209094,positive
258,2094,xài đắp được bạn nhớ đọc hướng_dẫn đắp giống,10/4/2021,23:33,5,308500037,positive
259,1824,trang sạch bụi mịn không_bị khô căng giảm tình_trạng dầu_thừa da,21/10/2024,15:54,5,204900010,positive
260,2195,không_có tặng kèm bông trang,23/08/2022,7:32,4,249500021,positive
261,788,mua lâu giờ đánh_giá hàng hasaki không_có phải chê giá hời hãng sản_phẩm xin đánh_giá thực_tế sau khi sử_dụng sau giá hsv phù_hợp bạn túi_tiền quá_rủng_rỉnh muốn skincare siêu_dịu nhẹ lành_tính bạn da nhạy_cảm_sợ bị kích_ứng bạn tập_tành skincare vô_tư_nha da hỗn_hợp nhạy_cảm độ tuổi dậy_thì xài không_chê lun_á sản_phẩm quá_lành_tính chú_trọng sự an_toàn ngdung thành_ra hiệu_quả sử_dụng không_cao vì_thế người phải kiên_trì nha xài chai thấy hiệu_quả mức giá bình_dân v không_mong_muốn nhiều có xài được bạn ngửi_kỹ có không_nồng_đâu người nhẹ nhẹ relax texture thề xài thích cực_kiểu lỏng nc á_aply lên da cảm_giác mát mát_thoáng da mặt nhận_xét tóm_lại bạn đúng kiểu ngon_bổ rẻ á_lười chụp,26/06/2021,20:21,5,211300002,positive
262,316,dùng nhiều chai loại không_có bàn_cãi giá rẻ nên mua,3/11/2020,10:53,5,205100137,positive
263,3324,xài chai nâng tone da hù_hợp da dầu,23/02/2022,13:33,5,223600010,positive
264,799,dùng em thích mùi ngọt ngọt dịu nhẹ da dầu_mụn dùng nè hasaki sale,19/12/2020,21:32,5,100230064,positive
265,4154,tạm được chưa_hài_lòng,12/1/2023,14:32,2,422205162,negative
266,2795,mặt_nạ rẻ đẹp bền_dung_dịch siêu_nhiều da ẩm_mịn căng bóng cực,28/12/2020,17:50,5,365000020,positive
267,2377,sử_dụng dễ_dàng rất_thoải_mái thư_giãn,29/04/2023,16:14,5,422205162,positive
269,336,sản_phẩm sử_dụng tốt,28/02/2020,20:48,5,422211489,positive
270,2514,bạn da khô xài em cực_kì thích đi nắng thoa lớp da được giải_cứu á thích_hợp mặt body,1/3/2023,2:10,5,248700062,positive
271,1633,tẩy da chết thấy tạm ổn thoa matxa ra rửa mặt xong da trông sáng da căng ra lúc,10/12/2021,23:47,5,245500002,positive
272,396,thời_điểm hiện_tại là ưng được em mặt_nạ nhất da thuộc da,15/04/2024,21:53,5,422218099,positive
273,1296,cấp ẩm_oke mờ thâm_hơi lâu lành_tính không_châm_chích bôi vết mụn hơi_rát người tránh vết_thương nói_chung là oke đáng mua,13/07/2023,13:02,5,422211878,positive
274,2397,sử_dụng dễ_dàng rất_thoải_mái thư_giãn,27/04/2023,16:32,5,308500009,positive
275,809,không_gây kích_ứng da mặt,11/8/2020,16:41,5,200400004,positive
276,333,so tầm_giá chai phải cho dùng chai hồng có cấp ẩm ghi da khô da dầu_mụn xài được có hoa_hồng nhiều da mịn ra sạch dùng kem trị mụn có hiệu_quả hơn mụn lặn đi chắc da sạch thông_thoáng dễ thấm kem nhưng_mà da dầu nhiều quá_thì dùng loại xanh đậm giảm dầu nhiều dùng loại hồng,26/06/2020,19:36,5,422211447,positive
277,1474,sản_phẩm dùng dịu nhẹ tốt,28/10/2021,13:41,5,204900056,positive
279,3218,mua dùng thử không_hợp hợp lấy dùm em,16/03/2023,13:31,5,223600034,positive
280,229,dòng bị nổi bọt_hơi,21/01/2022,23:48,4,205100146,positive
281,2453,tốt,30/03/2020,0:37,5,308500004,positive
282,847,thấy sài ngon hơn loại mắc tiền,15/01/2023,7:47,5,249500007,positive
283,2410,có_lẽ không_cần review quá_nhiều em mặt_nạ siêu_đình không_có chê,16/11/2022,13:52,5,422205163,positive
284,220,mỏng dùng dễ bị rách trang_điểm dày chắc_chùi bịch sạch,9/3/2022,0:31,3,217300001,negative
285,2610,chưa_thấy tác_dụng nhiều xài được tầm tuần da không_kích_ứng là mừng xài xong cảm_giác hơi_rít nhẹ,4/8/2022,12:42,5,371600006,positive
286,745,ap tặng bông tẩy_trang đặt không_thấy tặng,29/08/2022,8:59,5,422216594,positive
287,297,tẩy_trang mềm_mại nhất khi da bị break_out cần sản_phẩm skincare nhẹ_nhàng tuy_nhiên không_dùng khăn mặt thấm nước sau khi rửa mặt xong hao nhanh,17/03/2021,14:22,5,100230069,positive
288,336,,25/04/2020,22:17,5,422204259,positive
289,147,sản_phẩm,10/4/2023,16:01,5,205100136,positive
290,1906,tìm ra,3/8/2022,15:09,5,100210023,positive
291,2653,tốt,19/08/2023,17:50,5,422203807,positive
292,1502,tốt,4/9/2024,15:36,5,422211548,positive
293,128,kem không_mùi không_nhờn_rít dễ tán kiềm dầu tốt hơi_cay_mắt nhẹ chấm kem xa vùng mắt_xíu tán vùng mắt không_bị cay mắt,18/01/2024,17:40,4,422208345,positive
294,3710,da em thuộc nhạy_cảm sự chọn_lựa loại mặt_nạ phù_hợp cần thời_gian dài mai_mắn em tìm loại mặt_nạ phù_họp túi_tiền lên tone sau khi sử_dụng xài thích trộm_vía không_bị kích_ứng shop giao hàng nhanh,8/4/2023,15:05,5,422200002,positive
295,2655,chất_lượng ổn không_như kỳ_vọng,14/10/2023,11:39,2,422207562,negative
296,2240,thơm hương_dịu bắt sáng khi sức kem ra nắng,6/12/2023,10:56,5,206400011,positive
297,4304,dùng sang tuýp thứ da hỗn_hợp đổ_lượng dầu nhiều vùng chữ t có mụn đầu đen được bạn nv hasaki tư_vấn chuyển sang hãng thấy da có cải_thiện rõ_rệt bạn hướng_dẫn cách rửa_mặt giảm sợi bã nhờn rửa xong không_bị cảm_giác khô_căng rít da,12/8/2024,15:07,5,343100041,positive
298,1982,pas lh,21/11/2022,14:37,5,422210146,positive
299,1641,đắp lên mặt mát siêu_nhiều dưỡng_chất mùi dễ_chịu đắp thấy mặt thoải_mái lun qua đêm sáng rửa lại nước da_láng mịn,4/6/2024,23:28,5,422209718,positive
300,2163,gút đáng mua người,15/08/2022,14:47,5,211300002,positive
301,2664,bông thô quá_dùng tẩy_trang được thoa_dưỡng,10/4/2022,22:58,1,422203809,negative
302,4016,dùng ổn giá phù_hợp da không_make up nhiều,20/08/2022,1:13,5,422202153,positive
303,272,dùng thích người chai nhỏ dễ_thương,30/06/2021,9:01,5,422211446,positive
304,4328,bình_thường mua sản_phẩm gần đợt deal quá_hot có ghé hasaki mua chai loại sử_dụng được năm về độ tiện_dụng có_thể xịt lên lớp make up bảo_vệ da tối_ưu cấp ẩm_xịt lên tóc lên body sử_dụng được trẻ_em tuổi,25/04/2022,16:43,5,248700027,positive
305,1166,chân áo là,10/12/2022,21:42,5,422217292,positive
306,824,mua bản shop giao,8/8/2024,9:45,4,422221873,positive
307,1411,trộm_vía là sài_hợp thấy,13/07/2023,0:30,5,422200632,positive
308,4420,da nhạy_cảm_dầu mụn xài toner_dưỡng da chấm mụn không_hiểu mụn lên nhiều da_sần mụn nhỏ không_biết dùng thời_gian,14/10/2022,12:19,3,248700034,negative
309,1643,xài,8/7/2018,6:08,5,100160022,positive
310,1201,thích em bôi không_bôi dạng sữa lên mặt kiểu tan ra bôi nước lên không_bị trắng vón_cục điểm,18/11/2021,23:28,5,249500007,positive
311,3046,sản_phẩm mua hasaki là hãng không_phải lo_lắng dịch_vụ cskh rất_chu_đáo gói hàng cẩn_thận sản_phẩm rất_chỉn_chu rất_ưng_ý ủng_hộ,6/5/2024,22:19,5,422203645,positive
312,2448,đắp lên có mũi buồn,21/06/2020,13:55,4,308500004,positive
313,2905,loại chất kem vàng hơn mẫu cũ không_nâng tông da là hỗn_hợp thiên_dầu loại không_hề kiềm dầu da tí,29/06/2022,11:50,3,204100003,negative
314,632,xài rất_đáng mua,22/10/2020,17:16,5,207500001,positive
315,3567,không_đặc_biệt không_làm thất_vọng,8/1/2023,23:28,3,422205164,negative
316,3503,chất_lượng mức chấp_nhận được không_hài_lòng,10/6/2021,9:35,2,365000017,negative
317,3866,sản_phẩm ổn chưa_phải là lựa_chọn tốt,2/2/2023,11:54,2,327500002,negative
318,1487,thật_sự cực_thích sữa rửa mặt mua xài lâu_dài mua lần,10/1/2021,12:01,5,204900128,positive
319,3426,không_tệ chắc cân_nhắc kỹ lần sau,17/07/2023,23:29,2,422206513,negative
320,1479,em mua em phục_hồi da nghiện corticoid tốt,11/7/2021,19:55,5,204900056,positive
321,2399,sử_dụng dễ_dàng rất_thoải_mái thư_giãn,27/04/2023,16:10,5,308500037,positive
322,723,giao hàng nhanh sản_phẩm không_khác nhiều so loại khác,24/10/2021,15:43,3,422214146,negative
323,2645,bịch to dùng lâu bông không_bị xơ_dùng,13/05/2022,17:43,5,422203301,positive
324,229,dòng bị nổi bọt_hơi,21/01/2022,23:48,4,422208807,positive
325,1170,mua có nửa lọ nhớ lọ,28/10/2022,16:41,4,249500013,positive
326,546,siêu_vón_cục không_tán ra,16/02/2022,8:53,1,204900013,negative
327,632,xài rất_đáng mua,22/10/2020,17:16,5,100230069,positive
329,704,rất_thích hasaki sản_phẩm tẩy_trang,28/04/2023,18:42,5,200400004,positive
330,1765,dùng thấy tạm ổn lúc bôi xong phải đợi lúc cho ngấm bôi kem được,17/08/2021,3:54,5,318900002,positive
331,1474,nhận hàng chuẩn,28/10/2021,13:39,5,422204231,positive
332,1445,dễ_chịu dùng thấy dịu da giá_thành ổn,2/5/2023,15:04,5,422210784,positive
333,3578,cấp_nước lúc da căng rát tốt da đủ,22/01/2021,16:35,5,422201092,positive
334,331,tốt,27/07/2020,13:27,5,422206648,positive
335,855,gel dịu nhẹ sạch mặt mùi hương dễ_chịu,4/8/2024,16:03,5,422204795,positive
336,35,sản_phẩm dùng rất_hiệu_quả cực_kì phù_hợp bạn giá_thành oke mua,17/04/2023,13:48,5,100230056,positive
337,1239,đợt trước dùng ổn đợt cảm_thấy ngoài_ra tốt,25/09/2023,19:38,4,422203901,positive
338,80,lành tính da đổ dầu nhiều sau khi aply serum kem,20/07/2021,17:52,4,318900012,positive
339,2461,dùng loại tẩy_trang làm sạch sâu_lỗ chân lông xong rửa mặt_bằng sữa rửa mặt là bao sạch mụn đầu đen á_sản_phẩm dùng,21/10/2019,5:26,5,100220010,positive
340,674,rất_thích hasaki sản_phẩm tẩy_trang,3/5/2023,19:02,5,422216594,positive
341,2561,dùng sản_phẩm chai lúc trị da bên chất nhẹ không_bí_đá tệp da nhanh_chóng rất_tốt khuyến_khích người mua chấm,30/01/2024,20:01,5,308900002,positive
